account_external_ref,external_id,client_id,total_income,total_spend,total_txn_count,gambling_spend,gambling_txn_count,gambling_days,gambling_pct_of_income,gambling_txn_pct,gambling_pct_of_spend,gambling_day_bucket,risk_score,risk_bucket,risk_reason
1aa200e9-c105-3b99-85c0-2cb358a3689c,1aa200e9-c105-3b99-85c0-2cb358a3689c,981F5F41-1CC3-4778-A658-650A825E29ED,2771.75,-2932.87,91,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
430325cc-379b-4f89-b817-2d800d1e5c6c,430325cc-379b-4f89-b817-2d800d1e5c6c,63e6ecc8-3240-46a6-b279-006808cb4da0,850.0,-900.0,62,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
76e842bd-e080-358f-9f50-5da1f210df3e,76e842bd-e080-358f-9f50-5da1f210df3e,9f5d8c1b-026d-4393-8c48-d384d5807f95,3416.56,-3222.78,157,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
A39AEE48932971870D27139CD49BD42D,A39AEE48932971870D27139CD49BD42D,0e95976f-7f9a-4987-ade6-9d6508941ba0,25728.24,-26926.62,226,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
fd4d8a95-0a92-4805-968c-52e046684d90,fd4d8a95-0a92-4805-968c-52e046684d90,3200fab4-2434-4406-b9fe-9f71c0d05fb6,4030.0,-3420.0,46,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000ALB2NPQ7eVvpFEADab,acc_0000ALB2NPQ7eVvpFEADab,c273f66d-a925-4d38-ab44-4533b584c68b,6079.82,-6179.49,246,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
c54090bb-0fd1-3b7e-b553-c536db06bc02,c54090bb-0fd1-3b7e-b553-c536db06bc02,0F30A256-64E9-4A0D-8C1E-B45C13707DC3,1403.86,-1407.59,57,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009krvWkzkkasI07hOvx,acc_00009krvWkzkkasI07hOvx,793e0875-42c7-4182-9080-646b9f5b0644,18597.42,-18658.0,828,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
50db671a-90b7-4d72-b9cd-f0248f113c0c,50db671a-90b7-4d72-b9cd-f0248f113c0c,b849e54d-1d01-4629-98aa-5463066049b3,2385.0,-4666.3,40,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
ef259ddb-0711-4801-a233-e46d49f0a2e1,ef259ddb-0711-4801-a233-e46d49f0a2e1,566a8269-bfe0-41c8-8f27-527adfe46eef,998.34,-969.0,141,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
4e594989-5786-337f-8502-f39ba172b53d,4e594989-5786-337f-8502-f39ba172b53d,8ef265b7-1f75-4c6f-942d-0cf9ca68d66b,3308.23,-3246.25,78,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
7143970d-1a96-408f-ba2a-445ab623f5da,7143970d-1a96-408f-ba2a-445ab623f5da,30e2ce88-b730-47f7-b082-9e698452c8d0,0.0,-420.0,6,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
6b80f38d-e07c-3532-af0d-7caea11e5f1b,6b80f38d-e07c-3532-af0d-7caea11e5f1b,e505b263-6427-4b41-a096-d74d7b19c4e6,20516.34,-21341.2,148,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026449596,10000000000026449596,21FBA581-5CF1-4543-AD91-95C143B801EB,6205.32,-5999.72,156,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
17bc9d6e-35b4-480a-9d5d-c5901ac00eec,17bc9d6e-35b4-480a-9d5d-c5901ac00eec,9f4eb02b-8702-49bc-b2e2-e7edde54b0fc,1666.08,-1520.19,201,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
15d7b0e3-e08f-3779-97e7-5e6295006f29,15d7b0e3-e08f-3779-97e7-5e6295006f29,059fcb12-9bef-48d3-8bbb-0e1711073ceb,3.13,-14.5,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
d84df968-bf57-30e4-bba1-dbd8fb56aaaa,d84df968-bf57-30e4-bba1-dbd8fb56aaaa,58a2eddd-137f-45a0-983f-fdbb5067bce9,133.02,-598.7,17,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
bab36b21-2d1e-3a2c-9067-1383a9bc640a,bab36b21-2d1e-3a2c-9067-1383a9bc640a,a148782a-7608-44bf-ab84-0a7d6e274326,2200.83,-2200.55,22,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
7e-CsTTfxI9f0qqA7uvcyg,7e-CsTTfxI9f0qqA7uvcyg,6d0b57e7-5634-4e22-a491-43a7a72bcc69,50.06,0.0,2,0.0,0,0,0.0,0.0,,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
453f5ef5-6a19-450d-8f6a-cb714baf8648,453f5ef5-6a19-450d-8f6a-cb714baf8648,A09272B0-2454-488C-A0CF-FA9E9B7F10D3,1350.0,0.0,9,0.0,0,0,0.0,0.0,,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
124921377,124921377,f9f7a092-f9f9-4333-aba2-51ad95f60458,0.0,-1091.81,1,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
KRo_ZGBxjgMK0HVwboJCys8aTPGZXPr_SsltQtWO,KRo_ZGBxjgMK0HVwboJCys8aTPGZXPr_SsltQtWO,d7b1c105-f287-4be9-8e00-46120e8cf5b4,397.02,-396.0,22,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000023809938,10000000000023809938,95c1dcb8-3482-4155-9e2d-c7e9283ec185,5179.1,-4652.13,161,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
6b930ea3-a4a8-32b6-9a8a-0b74eeabe375,6b930ea3-a4a8-32b6-9a8a-0b74eeabe375,8ae0cb28-96d0-44ff-96c6-6ace132ed4d6,7532.32,-7578.55,159,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
9FE9BBB0A7508AFF8A1490C78C1406DD,9FE9BBB0A7508AFF8A1490C78C1406DD,8a08e0d7-2746-4b14-a572-6d92b6581cee,13105.39,-13873.87,130,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
23171029-3221-41fc-9504-e1fa331f29ec,23171029-3221-41fc-9504-e1fa331f29ec,d991ac38-08dd-4046-a4fb-56f866a2a9ca,2000.0,-3942.0,58,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000022293077,10000000000022293077,ba1c9b60-2e8b-498f-9909-d6f5ba6e716a,1486.0,-1486.59,134,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
513aa3fc-094a-3666-a205-549634f45b7d,513aa3fc-094a-3666-a205-549634f45b7d,1CA90437-14C0-4276-84C8-BD8322E633F0,26035.8,-26142.2,875,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
jCUUluyFa4QSnXZn3pNNJA,jCUUluyFa4QSnXZn3pNNJA,809f23e7-265f-45e6-84bb-cfc0be1b48ff,2323.67,-3218.49,49,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
77b9e96d-9d59-365d-8703-9fb3f41ddbb9,77b9e96d-9d59-365d-8703-9fb3f41ddbb9,265f7c99-2d9d-4565-9fa6-40c2f10b820c,2659.0,-2289.0,28,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
7ad8a1b1-4d6f-3aeb-bb64-5f313be70da1,7ad8a1b1-4d6f-3aeb-bb64-5f313be70da1,8fbe4c63-086b-42de-bce4-088ef0d98b13,3805.8,-3223.21,127,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
95394baa-eaa3-308d-92de-d6b903e8521b,95394baa-eaa3-308d-92de-d6b903e8521b,BDB9C016-0CAF-4565-B02F-A9482F0D93DD,2.25,0.0,18,0.0,0,0,0.0,0.0,,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
8dac2b80-f73d-4062-bbf0-4c69abc3de62,8dac2b80-f73d-4062-bbf0-4c69abc3de62,cb3963d8-54f5-4d2d-a351-13c0c936e24d,190.0,-190.0,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
7ed929ec-8acd-44be-9441-abffd4da8cd3,7ed929ec-8acd-44be-9441-abffd4da8cd3,1fff5d5a-4aab-4e4d-be44-6fda86e347df,205.3,-231.6,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
7A50A078F52EB8B2F847CDEB6AC92DA3,7A50A078F52EB8B2F847CDEB6AC92DA3,5c6ac6d9-62e4-4086-aaef-14590b55fd1c,0.0,-3.21,2,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
D494E68C4A97577939E9693A2A5E923D,D494E68C4A97577939E9693A2A5E923D,05907E4E-9FFC-40FC-A32E-5C14A76DF4AF,0.0,-1048.88,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
B706537CE6602DCE697B833FFCDD9F08,B706537CE6602DCE697B833FFCDD9F08,a58fc9db-91dc-458c-9c60-bbeca1972d83,48.2,-49.2,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
HGdGslpmmE9b-grPYTGCuP3u-275nFQL2uQeiUZL,HGdGslpmmE9b-grPYTGCuP3u-275nFQL2uQeiUZL,ea328f55-c9f3-455c-a2bb-d3d9dac7ea11,175.97,-65.83,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_00009wn12Tiib3Qixyb0BV,acc_00009wn12Tiib3Qixyb0BV,c0766e1a-e91d-47b2-a61b-2f7166e2bbf7,12652.85,-13101.76,798,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000021312285,10000000000021312285,746a764c-6881-4376-a988-fe5aabbb95ec,4182.61,-5741.77,122,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
05D8F906B76D4F33D09F92F87FEB4977,05D8F906B76D4F33D09F92F87FEB4977,c54c54a2-6e68-45b8-a592-d41077b48d01,37900.02,-38553.58,56,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
B73A5414CD412CCF51B6E9230228A7DB,B73A5414CD412CCF51B6E9230228A7DB,DED477CA-6298-4B36-804C-6E104EA1291C,1001.76,-5416.0,272,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
E1BA0A8E4AAFF5467020437A860BC67E,E1BA0A8E4AAFF5467020437A860BC67E,3cbadd72-5c52-4795-aa9b-e1453d50af73,8861.22,-12343.36,574,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000027507041,10000000000027507041,8626cf1f-fb2f-4a41-9d90-360d1af6b00b,8931.44,-9416.6,165,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
583d4a66-6842-3c70-ab3e-8f5a3d068c45,583d4a66-6842-3c70-ab3e-8f5a3d068c45,54d90064-2144-4e65-b99c-62f7ec40f22e,27590.82,-27589.02,264,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000026549344,10000000000026549344,23340009-09a0-4daf-9b88-ef0a61d5caeb,1522.16,-1648.0,47,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
e74b6e1b-e709-315e-8fc7-fd81a69a683d,e74b6e1b-e709-315e-8fc7-fd81a69a683d,50DD0187-E409-499A-AAAD-4E97D41B69AC,1000.0,-4406.05,15,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
0e91a232-8534-4a8a-ab9e-4e2a9ecdd598,0e91a232-8534-4a8a-ab9e-4e2a9ecdd598,757dc831-5189-4c93-9f26-4d3a715d5220,0.0,-80.7,3,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
e078bc99-af76-3582-97dc-043b5acbfd4b,e078bc99-af76-3582-97dc-043b5acbfd4b,499e1a03-a8bc-4546-8d32-4213b4a74196,0.0,-3560.08,28,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
a1247605-9667-4c0b-a40a-e20ff38f95ba,a1247605-9667-4c0b-a40a-e20ff38f95ba,edf76189-ad2d-4710-9908-31a2ed1ad555,20.0,-20.0,2,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
d240539c-6ffd-3c76-9907-aba6d97a8f0a,d240539c-6ffd-3c76-9907-aba6d97a8f0a,a4711563-4ffd-481c-8c10-fd219d98f926,3048.2,-3764.1,84,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009neN43qXnZJ9KBOqX6,acc_00009neN43qXnZJ9KBOqX6,D983EEB3-9AC5-4B51-9C3E-5DDD3D7FD57A,22473.02,-22463.0,820,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
fd2b318d-985f-3c6b-95fe-c9f4fae903ff,fd2b318d-985f-3c6b-95fe-c9f4fae903ff,9A5697B5-9D82-4A2C-B771-7D21F3399BB8,3051.37,-3029.13,43,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009kuwKCQi7VaYkhlQdl,acc_00009kuwKCQi7VaYkhlQdl,ad1b8db2-e4a7-409e-ae5e-a63cea3f50f6,5073.89,-5073.78,119,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
eM4-IaDlBxsikZw96etYog,eM4-IaDlBxsikZw96etYog,2a70585e-9671-42b8-a995-0d43f9405114,9019.08,-9035.59,337,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
2553a4a2-23b7-4648-a5cc-a238f35dde14,2553a4a2-23b7-4648-a5cc-a238f35dde14,7917ecf3-dbc3-4a12-b2cb-bbb0c326a618,794.96,-1638.78,70,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027477372,10000000000027477372,44b33119-9b53-4f3a-84df-addd898dc64d,6637.92,-6670.22,316,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
14630411,14630411,e259b512-7370-40c5-a2da-7e7cda500ce8,54145.32,-47615.96,168,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
e0de47e3-ab31-4f93-a168-732c2f45ea01,e0de47e3-ab31-4f93-a168-732c2f45ea01,43e94528-5b10-41b0-80b8-bd26728ff768,2927.65,-4407.35,53,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000019460557,10000000000019460557,501fcf07-6815-476c-8e2e-374bed3d8d54,45232.62,-47154.84,124,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
06D4D1CD204938C0755AEA57D62F2A32,06D4D1CD204938C0755AEA57D62F2A32,c438a7b9-3f0c-4983-8116-bc6e27007cc5,7448.22,-6628.24,242,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
di3dvTQVfHvISxl5up-WN4sXdAiXlo93ImXFDsns,di3dvTQVfHvISxl5up-WN4sXdAiXlo93ImXFDsns,92712f50-060c-4c34-9b07-f085a066cf96,1767.58,-1617.72,25,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027092520,10000000000027092520,67973fb0-af00-4b56-80b3-eec5a365d5a9,5286.28,-5285.57,140,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
42cb650f-2c26-35bf-b240-03dfe4d33fd6,42cb650f-2c26-35bf-b240-03dfe4d33fd6,44e2ef41-3f51-42eb-aa70-7894964471ff,36.82,0.0,22,0.0,0,0,0.0,0.0,,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000023127473,10000000000023127473,5d6f4017-0b9a-4430-aced-0ceebf943379,576.4,-4118.76,76,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
8aa8bf7f-64b7-4ac1-aebf-e31857a12201,8aa8bf7f-64b7-4ac1-aebf-e31857a12201,9d0035ba-1a6f-4c5e-9d64-edec0a3dbabc,109.19,-138.52,32,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009sk1SVCmviyxPs5edN,acc_00009sk1SVCmviyxPs5edN,fad628e5-d5b6-41e8-bcbf-eee9df55ad7d,4620.38,-4494.56,22,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
876b0461-a19e-4d52-8320-78fbefc13cf7,876b0461-a19e-4d52-8320-78fbefc13cf7,ba92c679-ddeb-4e55-93ec-2bc32355425b,5083.73,-5242.81,43,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
ec2d3604-e095-4c1d-a0fb-9f2522b1769b,ec2d3604-e095-4c1d-a0fb-9f2522b1769b,2E41CEB2-FF06-43FA-BFC5-978AD511BE6A,436.73,-220.3,11,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
66aaa885-bbc6-3832-88c1-0e1a82bcac42,66aaa885-bbc6-3832-88c1-0e1a82bcac42,FF923BA7-40C6-4795-A99D-2F008EBFDACD,0.0,-693.86,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
acc_0000AkxMD4AIJ0QpfSVG5c,acc_0000AkxMD4AIJ0QpfSVG5c,849ca47b-2c1a-4f43-8c3e-f8439bc9ff5b,2464.48,-2449.45,121,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026785414,10000000000026785414,6baeed06-05e8-4140-90fe-37940b228e1d,1313.94,-3398.48,122,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
438a0c22-da22-3647-a79d-5606fcee83d7,438a0c22-da22-3647-a79d-5606fcee83d7,c30058e5-5437-4ded-bc68-e2d24f70e412,10833.08,-11749.56,412,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
ac209cdb-73fd-4435-bd51-65e0fae7d671,ac209cdb-73fd-4435-bd51-65e0fae7d671,2bf6cb61-82a1-49ff-aeab-21fdebedb548,5479.2,-7120.65,259,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
10000000000017309063,10000000000017309063,9e5d4e2a-4ee3-4f73-9965-7ab8fc99759a,8272.81,-8427.29,266,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
91ad2f90-347d-3e51-b6f9-17ff2be8f158,91ad2f90-347d-3e51-b6f9-17ff2be8f158,e4c3e4e1-d798-44ff-8629-ae30e07ee760,9259.44,-10056.55,257,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
0c7c41be-56ea-4678-8039-24853fc1b724,0c7c41be-56ea-4678-8039-24853fc1b724,2d749fff-24de-4da0-ae6f-d89286557b6e,11447.96,-11485.5,326,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
3ffeb46e-b5cd-3401-b1eb-e6e0cf76ee0c,3ffeb46e-b5cd-3401-b1eb-e6e0cf76ee0c,ff4a449b-f1b8-44da-89e0-9dea06a8103e,4418.25,-4456.45,202,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
Rl0DADrO-gH2Ty8-oAWt9A,Rl0DADrO-gH2Ty8-oAWt9A,BB5A6B3A-3E42-4391-ABFF-905C18920A8F,0.0,-647.93,16,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
6B1D9ED010EA07BCD4ED61E33DD67317,6B1D9ED010EA07BCD4ED61E33DD67317,cd5742c5-54e3-4924-996b-8836aaddfcd5,4755.73,-5317.73,233,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
Jb8SnzQ8HuY4v1SmVcjfKdlzGGMudquKhj3JEhPY,Jb8SnzQ8HuY4v1SmVcjfKdlzGGMudquKhj3JEhPY,d437ecd6-d176-4dc4-85ce-12156b5d3f11,4809.26,-4849.27,142,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
4f2315e0-971f-4e60-a1da-53bb749d37b0,4f2315e0-971f-4e60-a1da-53bb749d37b0,9de87a95-e1cc-4d85-8af1-8e45815b1560,2493.81,-2940.73,99,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
3410CE8888A5C02AED880FBCA55CE87A,3410CE8888A5C02AED880FBCA55CE87A,39D03F58-121E-471F-99ED-04A6E0F24950,201.36,-1976.5,70,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
514123b7-c0c4-308a-9b69-0ae8b34334d9,514123b7-c0c4-308a-9b69-0ae8b34334d9,5EF1DE98-2219-422E-A9DB-599F62DDA99E,32298.45,-43084.74,684,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
40O1jsgWE6DLLgqXrfyohSj-Vml2obzTdu8wQcbt,40O1jsgWE6DLLgqXrfyohSj-Vml2obzTdu8wQcbt,aeea9aa4-7496-4a64-9827-062b43152e95,7433.22,-7434.85,218,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
f7233266-0d46-43a1-bb0e-b98e0bdf9ee2,f7233266-0d46-43a1-bb0e-b98e0bdf9ee2,5e2bae50-9c85-4279-bb5a-d7ce32fa2ad5,81.32,-138.32,16,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
724ea7fe-9848-4da1-a2e2-bdc4f8ea7624,724ea7fe-9848-4da1-a2e2-bdc4f8ea7624,004344c0-fbf3-41cd-94ec-073217a36160,795.99,-1458.34,46,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
ed109635-b22f-39f4-b803-20fec3ab84d9,ed109635-b22f-39f4-b803-20fec3ab84d9,905235af-2979-468c-8ead-b65d1b9d4ec4,2346.52,-2329.59,46,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
97182064-7527-3920-bf7e-53bd13a503f6,97182064-7527-3920-bf7e-53bd13a503f6,96950695-2885-477C-9033-5626107AE003,1001.29,-1220.0,4,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
c3c4f465-321a-3d68-ae73-a040ca3dad9e,c3c4f465-321a-3d68-ae73-a040ca3dad9e,B1AEBCE2-58E1-44EF-AD64-0900FDD65865,3881.73,-5794.2,159,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
49D7962D0F977437F3B4BFFE8962BBCD,49D7962D0F977437F3B4BFFE8962BBCD,b7576462-fb32-463c-94f0-ee096852b330,3593.79,-2642.58,23,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
5VbhgTLGzA1lrO0G2qlCtHokuf89f9CCuuO-Sw-P,5VbhgTLGzA1lrO0G2qlCtHokuf89f9CCuuO-Sw-P,0DAF0B74-DEF7-4871-A8D1-46F150D3BBEC,0.0,-1953.88,14,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
8e0089d8-c97b-379e-8fec-402d774802a2,8e0089d8-c97b-379e-8fec-402d774802a2,c516abe9-e531-42f0-b47d-057f233271e9,2070.0,-1720.0,16,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
t_TrmxB9Z-n6h7pXHwXrBw,t_TrmxB9Z-n6h7pXHwXrBw,b5106927-26b8-43c5-af2a-a0d8d775fb87,1132.44,-982.45,42,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027436743,10000000000027436743,c1d65a98-2b8e-4ce9-94ba-575421ecb84c,668.53,-683.03,23,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000AtONY0tjMdNRTeFPSj,acc_0000AtONY0tjMdNRTeFPSj,e4a00a36-738a-4f48-9575-323c419d129b,12.0,0.0,2,0.0,0,0,0.0,0.0,,"[0, 5)",0,🟢 Low Risk,Ignored: very low transaction count (<10)
10000000000025736895,10000000000025736895,ae55e72f-0065-40d5-9070-f3f0ba908ac4,43449.24,-43806.88,724,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
df7f54b9-01f4-3682-8fb5-0e8b026f9d8a,df7f54b9-01f4-3682-8fb5-0e8b026f9d8a,83601229-0155-47af-97dc-95726797d41c,1734.38,-1734.5,11,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
55f47c97-c024-365d-a723-a9f243d18d00,55f47c97-c024-365d-a723-a9f243d18d00,c63f6a27-16df-4e8e-98b5-82460c7db4ed,416.16,-416.1,39,0.0,0,0,0.0,0.0,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
Usr3w1apk7kNwKXA-yWQbMTau7Agtb884bE7mvkS,Usr3w1apk7kNwKXA-yWQbMTau7Agtb884bE7mvkS,dcbd8a37-8ef7-4221-b2bb-f4cc56895971,7171.8,-7376.01,224,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
2edcb168-6b2e-4973-bbcb-326946814dde,2edcb168-6b2e-4973-bbcb-326946814dde,d862ee94-39ee-4d64-847f-7be523f11c42,17822.88,-16314.0,744,0.0,0,0,0.0,0.0,0.0,"[0, 5)",1,🟢 Mild,High transaction count (>200)
