account_external_ref,external_id,client_id,total_income,total_spend,total_txn_count,gambling_spend,gambling_txn_count,gambling_days,gambling_pct_of_income,gambling_txn_pct,gambling_pct_of_spend,gambling_day_bucket,risk_score,risk_bucket,risk_reason
84b33efd-f1b4-332d-a9e9-5fccfcb0d720,84b33efd-f1b4-332d-a9e9-5fccfcb0d720,2b1c51c7-620b-4811-8162-31b1537e2af4,11577.94,-16377.04,496,-407.0,42,14,3.52,0.08470000000000001,0.02,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
10000000000026571515,10000000000026571515,29BC7F08-E6C7-4CFD-90E2-C95DE36EB1A5,9066.7,-9881.08,130,-390.1,11,6,4.3,0.08460000000000001,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
388B1CE328D7E26C5C82F354D3A6C5DD,388B1CE328D7E26C5C82F354D3A6C5DD,5A5F9B3E-73D8-4FE3-A1E4-E4312AF2F3A1,15364.68,-18246.0,664,-529.72,56,12,3.45,0.0843,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
388B1CE328D7E26C5C82F354D3A6C5DD,388B1CE328D7E26C5C82F354D3A6C5DD,05b19af1-2cc2-4661-aeb3-eb42bf6b6555,3841.17,-4561.5,166,-132.43,14,12,3.45,0.0843,0.03,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
70f2ca8f-dcb4-3fc8-8c9c-3e540193ba13,70f2ca8f-dcb4-3fc8-8c9c-3e540193ba13,AAF2FB86-2DAB-4AA2-A189-E130786D53D0,6713.78,-7460.53,83,-173.0,7,2,2.58,0.0843,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000022078823,10000000000022078823,8e40aaaf-655f-4f69-9357-fa91cb0bbe91,2596.35,-2604.97,95,-92.25,8,6,3.55,0.0842,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
10000000000022078823,10000000000022078823,9c841b02-aa65-48d5-9260-e81cb4d0ae44,2596.35,-2604.97,95,-92.25,8,6,3.55,0.0842,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
A2C6592DA21A067A8A97079191DD4B5A,A2C6592DA21A067A8A97079191DD4B5A,c2395297-d0d7-4250-bfd0-726b3c97a4d3,2910.59,-3284.55,95,-32.49,8,5,1.12,0.0842,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
e4aeb7ba-a8a1-38e4-bb05-28592c850a5b,e4aeb7ba-a8a1-38e4-bb05-28592c850a5b,6e82ff75-9858-4516-9bad-7b6b29c2b243,3720.0,-4406.95,107,-79.5,9,5,2.14,0.08410000000000001,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
4FBED7C4A587137D0C6C73EFF14907B5,4FBED7C4A587137D0C6C73EFF14907B5,3e9590d0-01ec-40d4-899a-65dce7f66e89,4677.73,-6208.05,143,-122.25,12,6,2.61,0.0839,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
70dbd137-4e8c-3b21-bf70-70be755d770e,70dbd137-4e8c-3b21-bf70-70be755d770e,A1FEC72A-84A6-4905-AA21-40D24E7D0DA2,16.58,-565.23,12,-12.25,1,1,73.88,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
2dd1b97c-ff57-3a5b-82e0-00e1c7c0bf01,2dd1b97c-ff57-3a5b-82e0-00e1c7c0bf01,f84e122d-5259-43dc-a03c-c4475209fe5d,37.0,-39.33,12,-5.0,1,1,13.51,0.0833,0.13,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
82b15d1e-b46e-3864-86a6-144809b1cb49,82b15d1e-b46e-3864-86a6-144809b1cb49,F8D7606A-5805-4B54-8B7B-CB51EAF67D8C,45.0,-716.24,12,-5.0,1,1,11.11,0.0833,0.01,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
acc_00009mgFU0XIGwXeN1mWor,acc_00009mgFU0XIGwXeN1mWor,DFA7EF11-D0A2-450A-9414-789E43094BB1,300.0,-572.13,12,-11.0,1,1,3.67,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
2c6395f9-d600-3975-8521-3982d5723df9,2c6395f9-d600-3975-8521-3982d5723df9,4AFCDF89-76D4-4019-90E7-727C16FCFFC5,4458.75,-3649.7,156,-132.25,13,8,2.97,0.0833,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
acc_0000ARGuDTHd4yK7dICYOB,acc_0000ARGuDTHd4yK7dICYOB,79d365b8-54fe-436e-81c6-5da0ab940372,351.65,-300.44,24,-10.0,2,1,2.84,0.0833,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
E75C53B0125A8F9CE580D93D3CB389C3,E75C53B0125A8F9CE580D93D3CB389C3,C8F83C3B-C09D-46B5-AB5B-48AA51D45063,5711.4,-6691.4,216,-139.0,18,8,2.43,0.0833,0.02,"[5, 10)",1,🟢 Mild,High transaction count (>200)
I72aT1CmvX8_SSzWty4Nt8_EJzd4UZy2nVyI19wq,I72aT1CmvX8_SSzWty4Nt8_EJzd4UZy2nVyI19wq,DF5E3055-A5A8-4779-9994-AE614B101A4F,613.24,-619.51,24,-14.7,2,2,2.4,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
0371fb58-b05a-31ad-946a-2939e1039ee3,0371fb58-b05a-31ad-946a-2939e1039ee3,34ffca12-1ec7-4880-93c9-aef8b63072cf,2521.51,-2131.9,96,-60.0,8,8,2.38,0.0833,0.03,"[5, 10)",0,🟢 Low Risk,No concerning indicators
10000000000026388803,10000000000026388803,544AB56A-2E9C-43A7-93D2-2B0B45B152D7,1496.34,-979.94,60,-34.0,5,2,2.27,0.0833,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
39D962E2146AF30FCE267D5B0C0D5433,39D962E2146AF30FCE267D5B0C0D5433,180b11ab-b0a5-4011-bd8a-da293bb72de2,2178.16,-2177.09,48,-49.0,4,2,2.25,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000Aag1ClJeWQQ66oMMEL,acc_0000Aag1ClJeWQQ66oMMEL,a9732188-ebf0-4af4-af16-d9dc8d2140f2,1144.8,-1136.96,72,-25.0,6,3,2.18,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
GZVJUzBs13uGmINEECCk0w,GZVJUzBs13uGmINEECCk0w,73aedc41-c36d-4523-bd3a-984a8698ac85,2127.25,-2620.4,36,-40.0,3,3,1.88,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
19f23ba2-2919-39cd-9c96-2398f0bc3498,19f23ba2-2919-39cd-9c96-2398f0bc3498,40DF0099-2F21-4916-8B91-13005FC0216A,755.0,-1505.62,24,-9.65,2,1,1.28,0.0833,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026579430,10000000000026579430,348b1d52-f0cb-41c4-a412-d5fbe128bfd0,5726.49,-5047.23,84,-69.65,7,4,1.22,0.0833,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
452dd42b-fcff-4ff4-a976-23bb22d2652b,452dd42b-fcff-4ff4-a976-23bb22d2652b,76A1E758-5770-4534-8CC6-4600242AD7BD,3119.6,-2418.79,48,-37.0,4,4,1.19,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
c1f4c3fd-2258-436a-b5f5-3e3db4602c8a,c1f4c3fd-2258-436a-b5f5-3e3db4602c8a,EA60FF8F-4324-48C3-B777-61515AC0B881,475.76,-308.55,12,-5.0,1,1,1.05,0.0833,0.02,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
65A0900ACDD4CF30EFD317A2050F99AB,65A0900ACDD4CF30EFD317A2050F99AB,95fd6a41-1aea-47fe-9286-29dccb37c6c4,1957.21,-1763.32,12,-20.0,1,1,1.02,0.0833,0.01,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
10000000000025525161,10000000000025525161,417737DF-E7A3-42B5-BCDD-A98E5F0CC9CB,7135.54,-2913.12,12,-10.0,1,1,0.14,0.0833,0.0,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
A49741C3F81E3DC7722208409CB737CD,A49741C3F81E3DC7722208409CB737CD,54050d21-6f78-41ab-bf92-ae67ca0fee16,0.0,-144.75,12,-20.0,1,1,0.0,0.0833,0.14,"[0, 5)",0,🟢 Low Risk,Low transaction count (<20)
10000000000026366915,10000000000026366915,FB0D3CF5-D8FE-4A3B-BB3B-5F84F561182C,0.0,-755.36,48,-80.0,4,1,0.0,0.0833,0.11,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_0000AWVzfoOhoey1GcWBc2,acc_0000AWVzfoOhoey1GcWBc2,dfebdf47-036c-43f8-bd3e-363026e60c64,32003.01,-32005.8,3249,-935.64,270,13,2.92,0.08310000000000001,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
808faa6e-bd28-31b4-8af6-86de08a12943,808faa6e-bd28-31b4-8af6-86de08a12943,1debe4f9-6ca4-4aa7-b81b-7ae139fd2314,3852.95,-3881.34,241,-520.0,20,11,13.5,0.083,0.13,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
bdc2602f-5df0-4837-b945-72e419bb15b4,bdc2602f-5df0-4837-b945-72e419bb15b4,37ab896c-b80c-4ddb-b875-50be9decead0,13686.32,-14392.4,578,-1045.64,48,13,7.64,0.083,0.07,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
5a1766ef-7851-37f2-b0e0-5cd9de3f7555,5a1766ef-7851-37f2-b0e0-5cd9de3f7555,4563171B-BD5E-44AA-A0B8-B0C22D647FFE,1769.06,-2241.15,181,-195.87,15,11,11.07,0.08289999999999999,0.09,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
678265A9301489F59A52092FFAA193B9,678265A9301489F59A52092FFAA193B9,c6cc92ee-5d07-4ff7-a1e9-f7460f710bf8,4333.02,-7579.33,302,-230.0,25,8,5.31,0.0828,0.03,"[5, 10)",1,🟢 Mild,High transaction count (>200)
e27b1a31-e53e-41ba-a343-731a459aaabc,e27b1a31-e53e-41ba-a343-731a459aaabc,5680e205-4656-4d96-ba1c-d4c444b642d1,1046.2,-5905.96,266,-270.0,22,6,25.81,0.0827,0.05,"[5, 10)",1,🟢 Mild,High transaction count (>200)
4f641129-033e-3a02-8af5-05356904a38d,4f641129-033e-3a02-8af5-05356904a38d,6a0ac12d-2099-41cd-af29-dfad94e0a8f4,12234.07,-12238.29,278,-316.0,23,12,2.58,0.0827,0.03,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
10000000000021886124,10000000000021886124,de2cd929-4398-41c8-80de-aaa10079baa6,2749.45,-2802.68,121,-115.0,10,3,4.18,0.08259999999999999,0.04,"[0, 5)",0,🟢 Low Risk,No concerning indicators
66ff719c-ec15-32c9-aee9-b55ce5c96abc,66ff719c-ec15-32c9-aee9-b55ce5c96abc,40561e06-45e4-4b00-8661-ee2d3250361d,18480.04,-18673.82,920,-355.0,76,18,1.92,0.08259999999999999,0.02,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
964c16bf-40a7-4e50-9fcd-5995f6247056,964c16bf-40a7-4e50-9fcd-5995f6247056,4eb81056-65ab-4079-a611-db30760f6060,41663.58,-43975.53,2109,-2457.6,174,23,5.9,0.0825,0.06,"[20, 25)",2,🟡 Medium,"High transaction count (>200), Gambled on ≥20 days"
a522ab66-31f9-e2de-0040-050bccb94097,a522ab66-31f9-e2de-0040-050bccb94097,4bc9d5aa-91fc-487c-abb5-d17c5e484dbc,2749.35,-2749.64,97,-132.0,8,3,4.8,0.0825,0.05,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009loD7l0Sde6P8jw0qf,acc_00009loD7l0Sde6P8jw0qf,766631b4-c0fe-4a91-ba2b-2136b22b0947,12554.48,-12549.55,606,-258.4,50,17,2.06,0.0825,0.02,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
CD19B7BA919903A835335BEECEEFC1C8,CD19B7BA919903A835335BEECEEFC1C8,012b05dd-5a2c-48f5-8732-81821c278d25,4779.84,-6764.44,267,-341.9,22,9,7.15,0.0824,0.05,"[5, 10)",1,🟢 Mild,High transaction count (>200)
E18FC0C233821FA7143704B55BC37DA1,E18FC0C233821FA7143704B55BC37DA1,791b8298-4904-45ef-93bd-7bb65c2fc2c2,16258.5,-16360.65,425,-431.0,35,5,2.65,0.0824,0.03,"[5, 10)",1,🟢 Mild,High transaction count (>200)
wtWRjyxbWxHQbB5yQQzJIrQvATJUcMyC3K5PwG-n,wtWRjyxbWxHQbB5yQQzJIrQvATJUcMyC3K5PwG-n,b602b695-1954-4f85-b659-7c21d1509e26,5359.48,-5517.22,158,-125.0,13,13,2.33,0.0823,0.02,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
wtWRjyxbWxHQbB5yQQzJIrQvATJUcMyC3K5PwG-n,wtWRjyxbWxHQbB5yQQzJIrQvATJUcMyC3K5PwG-n,c553fec6-1ed3-45d1-883b-859ac374c159,5359.48,-5517.22,158,-125.0,13,13,2.33,0.0823,0.02,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
10000000000027288882,10000000000027288882,71757e27-67d4-454b-808a-0a08359bc8ca,8235.14,-10843.08,231,-155.0,19,13,1.88,0.0823,0.01,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
p1y_Rhkas3-wBl14BczFdi54gd4QEG4VDj3B7MjJ,p1y_Rhkas3-wBl14BczFdi54gd4QEG4VDj3B7MjJ,4082fba0-73e3-49fe-bb67-a45913279b6e,4818.37,-5996.38,134,-100.0,11,9,2.08,0.0821,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
11d520be-c0a9-32b0-9d78-8ce6873fd77e,11d520be-c0a9-32b0-9d78-8ce6873fd77e,3b77f515-7cec-4324-b25a-5f2b71042012,13461.06,-12260.86,268,-175.0,22,10,1.3,0.0821,0.01,"[10, 15)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
297a5eed-b46d-3d37-bf46-96c024688ea0,297a5eed-b46d-3d37-bf46-96c024688ea0,726d8f55-337c-40d1-9d2a-aeeff811b6da,7876.9,-7800.6,268,-50.0,22,9,0.63,0.0821,0.01,"[5, 10)",1,🟢 Mild,High transaction count (>200)
Wr0KC2hBt08KXtdiPhMc_H6nsZeXRwS3iszyk_7A,Wr0KC2hBt08KXtdiPhMc_H6nsZeXRwS3iszyk_7A,B9625CE8-29EA-421A-9FC7-0E389B80441F,250.47,-3454.48,122,-70.0,10,5,27.95,0.08199999999999999,0.02,"[5, 10)",0,🟢 Low Risk,No concerning indicators
ED5D5AF7A5A93DA77D47B57129301E75,ED5D5AF7A5A93DA77D47B57129301E75,67e26fd2-521e-4581-aa69-daa7c222a018,196.07,-761.82,61,-23.0,5,2,11.73,0.08199999999999999,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
#NAME?,#NAME?,c819f294-0bb8-4b9e-9abe-85f3d49d9165,3182.37,-4964.7,183,-270.0,15,12,8.48,0.08199999999999999,0.05,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
acc_0000AfPTSErifLNmmhV2Nl,acc_0000AfPTSErifLNmmhV2Nl,7020a3fb-0389-4a31-9805-ffb64b84381f,2793.41,-2793.37,122,-36.54,10,9,1.31,0.08199999999999999,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
64ahuKypX7tYkL9HmYqO7A,64ahuKypX7tYkL9HmYqO7A,A783B503-57F7-41A3-BAEF-306C04271096,7958.19,-10023.54,61,-42.25,5,5,0.53,0.08199999999999999,0.0,"[5, 10)",0,🟢 Low Risk,No concerning indicators
05D29I0XxXZNUGD3C1tAt9tW8Xj0ZEx8jPN6q4pI,05D29I0XxXZNUGD3C1tAt9tW8Xj0ZEx8jPN6q4pI,772de1c2-a743-4f2e-a269-4ff5121db3e5,3715.13,-3736.33,61,-8.2,5,5,0.22,0.08199999999999999,0.0,"[5, 10)",0,🟢 Low Risk,No concerning indicators
0693445f-819b-4df6-9934-589c780991f9,0693445f-819b-4df6-9934-589c780991f9,e1adf71e-cbd3-4eac-b4ea-29024eb003d0,1143.79,-1529.42,171,-70.0,14,11,6.12,0.0819,0.05,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
LuChFooKhhIHk1Q18SWNuU5nJCGmts7LEhDEdsjw,LuChFooKhhIHk1Q18SWNuU5nJCGmts7LEhDEdsjw,8f42edbe-9dd1-4177-a2f2-345a24999412,5668.57,-7678.3,318,-710.0,26,18,12.53,0.0818,0.09,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
32c177d6-04a3-413a-8e5b-0ca402164cc6,32c177d6-04a3-413a-8e5b-0ca402164cc6,8dbdb484-a369-4caa-8dd1-f698f7845142,9722.84,-9780.32,489,-206.25,40,23,2.12,0.0818,0.02,"[20, 25)",2,🟡 Medium,"High transaction count (>200), Gambled on ≥20 days"
acc_0000AtiVB3JosnGgIfnpat,acc_0000AtiVB3JosnGgIfnpat,db99d4f8-7e01-4368-96a4-83ee2513bbd9,4990.47,-4990.49,429,-673.73,35,8,13.5,0.0816,0.14,"[5, 10)",1,🟢 Mild,High transaction count (>200)
fcea9c73-7501-30a8-9584-a86087dac509,fcea9c73-7501-30a8-9584-a86087dac509,5e550520-607a-4e40-afed-f8208312f54e,8572.86,-8583.84,98,-810.0,8,5,9.45,0.0816,0.09,"[5, 10)",0,🟢 Low Risk,No concerning indicators
gWNu1cRkQiez0hCPQnGuiA,gWNu1cRkQiez0hCPQnGuiA,61711903-29d0-49ec-afb2-ab5565dbcb99,1265.83,-1861.8,49,-33.3,4,1,2.63,0.0816,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
2a5cedbf-81de-467d-a710-a97592dfb01f,2a5cedbf-81de-467d-a710-a97592dfb01f,2AAE20D8-1D1F-42F5-A7AC-AB3964553940,1436.2,-1553.29,49,-20.83,4,4,1.45,0.0816,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
IWVBLz1_OneP_BN2FQRSuQ,IWVBLz1_OneP_BN2FQRSuQ,B04C199A-694F-48C2-B035-754DA591C1AD,11345.52,-9624.44,49,-44.5,4,4,0.39,0.0816,0.0,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009xHavh0OELfFdN6vth,acc_00009xHavh0OELfFdN6vth,6d643fe2-8b1b-4772-9c6c-3a2eea0bee3e,20881.1,-19880.3,1415,-2680.0,115,17,12.83,0.08130000000000001,0.13,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
c8ea65c6-348b-316a-b201-b0b772323486,c8ea65c6-348b-316a-b201-b0b772323486,946deb1f-53f3-4c76-8e0e-bd706a1afcbb,4004.68,-3734.83,123,-170.0,10,5,4.25,0.08130000000000001,0.05,"[5, 10)",0,🟢 Low Risk,No concerning indicators
c8ea65c6-348b-316a-b201-b0b772323486,c8ea65c6-348b-316a-b201-b0b772323486,819e0296-f715-4cf7-a14a-49ff584a3ec5,4004.68,-3734.83,123,-170.0,10,5,4.25,0.08130000000000001,0.05,"[5, 10)",0,🟢 Low Risk,No concerning indicators
aLzmDA-kmKEgFvIXQV2Byw,aLzmDA-kmKEgFvIXQV2Byw,1497d2e9-50f3-43ed-8c42-874c9726fe13,1517.69,-2358.7,111,-85.0,9,5,5.6,0.08109999999999999,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
aLzmDA-kmKEgFvIXQV2Byw,aLzmDA-kmKEgFvIXQV2Byw,0C7B4700-9DE1-4D63-8FC8-A2006510B292,1517.69,-2358.7,111,-85.0,9,5,5.6,0.08109999999999999,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
FEE9B65AD5A04291589C72BAC3977260,FEE9B65AD5A04291589C72BAC3977260,98204161-0A87-4CA0-AF35-E7E45E8BEAA7,0.0,-1800.35,37,-47.25,3,2,0.0,0.08109999999999999,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
53cea385-ed8a-3421-97c8-6e6a8a50470b,53cea385-ed8a-3421-97c8-6e6a8a50470b,c5c9d3eb-df50-4b28-8efc-d4547b684659,23711.2,-23698.65,1050,-689.5,85,9,2.91,0.081,0.03,"[5, 10)",1,🟢 Mild,High transaction count (>200)
acc_0000AmM7btLJ5LID01nwQ5,acc_0000AmM7btLJ5LID01nwQ5,831f66dd-bdc5-4bea-bc5c-640141ba6c60,13493.76,-13960.64,568,-256.94,46,8,1.9,0.081,0.02,"[5, 10)",1,🟢 Mild,High transaction count (>200)
9b36f55e-23e5-3302-bb1a-cb2de6edd803,9b36f55e-23e5-3302-bb1a-cb2de6edd803,0187a3b0-ae30-4f38-a243-d3b4d606a490,9810.75,-9666.09,470,-338.09,38,18,3.45,0.0809,0.03,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
9b36f55e-23e5-3302-bb1a-cb2de6edd803,9b36f55e-23e5-3302-bb1a-cb2de6edd803,1955e3da-f847-4fe9-9023-17e15aa99aa1,19621.5,-19332.18,940,-676.18,76,18,3.45,0.0809,0.03,"[15, 20)",2,🟡 Medium,"High transaction count (>200), Gambled on 10–19 days"
1cbf33f5-dd66-464d-85b3-38891b3abdb3,1cbf33f5-dd66-464d-85b3-38891b3abdb3,8733b62f-d464-48bc-8e39-a0ee939046d5,2565.0,-2484.01,99,-150.0,8,4,5.85,0.0808,0.06,"[0, 5)",0,🟢 Low Risk,No concerning indicators
1cbf33f5-dd66-464d-85b3-38891b3abdb3,1cbf33f5-dd66-464d-85b3-38891b3abdb3,e1f4b2ea-bd82-4750-9fc5-c15cd32f34a0,2565.0,-2484.01,99,-150.0,8,4,5.85,0.0808,0.06,"[0, 5)",0,🟢 Low Risk,No concerning indicators
b61e0e8f-3947-38da-9271-ecdfe9bf134a,b61e0e8f-3947-38da-9271-ecdfe9bf134a,76972BA8-B74E-4E38-938B-FAF131046B8F,3022.99,-2999.72,62,-162.25,5,2,5.37,0.0806,0.05,"[0, 5)",0,🟢 Low Risk,No concerning indicators
20bd75a3-8c24-3023-8ff0-c1245dc2b33a,20bd75a3-8c24-3023-8ff0-c1245dc2b33a,d246ce17-f810-4cb9-a6c7-1675f9a0166b,4141.66,-4280.42,124,-160.0,10,5,3.86,0.0806,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
be92a21b-933d-47a2-8ff7-d3de91386bbc,be92a21b-933d-47a2-8ff7-d3de91386bbc,b1402944-54fa-4cb3-9908-dac6b2c25fbf,1260.23,-1258.56,62,-30.0,5,4,2.38,0.0806,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
vIsvbMssB2niYmsoqbVxdA,vIsvbMssB2niYmsoqbVxdA,dd82e525-b3bb-4739-ab37-d42c2cec921b,44256.78,-50751.48,261,-561.75,21,7,1.27,0.0805,0.01,"[5, 10)",1,🟢 Mild,High transaction count (>200)
vIsvbMssB2niYmsoqbVxdA,vIsvbMssB2niYmsoqbVxdA,22949842-bbfd-4ca1-abd4-68bc90452b50,14752.26,-16917.16,87,-187.25,7,7,1.27,0.0805,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
49d2e3e7-fed1-40de-b5ad-adf8aceb7628,49d2e3e7-fed1-40de-b5ad-adf8aceb7628,E6C8E062-4045-4DB4-88B9-9CBCBA8DBCB7,13375.32,-14086.99,112,-94.5,9,9,0.71,0.08039999999999999,0.01,"[5, 10)",0,🟢 Low Risk,No concerning indicators
28ff9c5c-ad72-3d98-a4ff-a8aa03bb2f5e,28ff9c5c-ad72-3d98-a4ff-a8aa03bb2f5e,24ac1c89-871d-4127-a96b-198030f69a23,37.05,-1621.64,25,-150.0,2,1,404.86,0.08,0.09,"[0, 5)",0,🟢 Low Risk,No concerning indicators
4003ba01-dbd2-3b64-97fb-78e4df8bcba2,4003ba01-dbd2-3b64-97fb-78e4df8bcba2,6D5B59F5-E840-402A-991C-B84E20D60D46,9141.84,-11480.28,400,-1560.0,32,3,17.06,0.08,0.14,"[0, 5)",1,🟢 Mild,High transaction count (>200)
ZaYx8xvg1XeZ6tYzcBr1Ng,ZaYx8xvg1XeZ6tYzcBr1Ng,a968a150-4a1f-461a-b0bc-6955448f1267,1000.0,-1494.0,25,-152.0,2,2,15.2,0.08,0.1,"[0, 5)",0,🟢 Low Risk,No concerning indicators
0CDDD235A0E3D8D7F6911E6EDA564709,0CDDD235A0E3D8D7F6911E6EDA564709,76214c31-cba1-47a8-929e-a19824e8f8af,2400.74,-2451.47,100,-132.4,8,4,5.51,0.08,0.05,"[0, 5)",0,🟢 Low Risk,No concerning indicators
9d7b4a92-3c41-3f99-97f5-1d1d32f9267e,9d7b4a92-3c41-3f99-97f5-1d1d32f9267e,e8dd4403-4cd0-4c43-89a0-de1634bb2b03,2442.29,-2740.36,175,-119.55,14,7,4.89,0.08,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
9d7b4a92-3c41-3f99-97f5-1d1d32f9267e,9d7b4a92-3c41-3f99-97f5-1d1d32f9267e,cdf458fa-60d3-4376-a0ee-75e83a3bd1e9,2442.29,-2740.36,175,-119.55,14,7,4.89,0.08,0.04,"[5, 10)",0,🟢 Low Risk,No concerning indicators
b78f8750-63cd-36ad-ac82-ed44adf4b4e5,b78f8750-63cd-36ad-ac82-ed44adf4b4e5,5474B46A-24F7-4418-A7F2-9944AE7B6C53,1569.86,-2074.93,25,-50.0,2,1,3.18,0.08,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000026521039,10000000000026521039,7E4A53B3-2B3B-4353-A094-34E626E374D3,2685.0,-2708.07,50,-80.0,4,2,2.98,0.08,0.03,"[0, 5)",0,🟢 Low Risk,No concerning indicators
HT56zIYVQP_lyHIxu0Fc6Q,HT56zIYVQP_lyHIxu0Fc6Q,9111fb31-eb7a-42ab-ae40-33a38a8624a5,4100.0,-1304.15,125,-75.4,10,2,1.84,0.08,0.06,"[0, 5)",0,🟢 Low Risk,No concerning indicators
bfacbde3-0f62-3ae1-87cb-16f9489c8ed9,bfacbde3-0f62-3ae1-87cb-16f9489c8ed9,53ea5bb7-4110-4d33-870d-fa496bdbc55f,5400.0,-4902.6,50,-80.0,4,2,1.48,0.08,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
E57D0498C132BE132E457C9ED5AF07A0,E57D0498C132BE132E457C9ED5AF07A0,4675c002-79b6-4678-abc8-b871d2a2cd6b,2243.41,-2037.19,50,-32.0,4,3,1.43,0.08,0.02,"[0, 5)",0,🟢 Low Risk,No concerning indicators
10000000000027357050,10000000000027357050,200f8af7-4592-4a95-b496-bc6df4770371,3190.0,-3169.22,25,-24.5,2,2,0.77,0.08,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
YqH1v1r6iyWNaiIyKhzQ_g,YqH1v1r6iyWNaiIyKhzQ_g,87B5BE28-35B1-4B6B-8D0B-3D7EE0D09161,7455.27,-7479.17,50,-44.5,4,4,0.6,0.08,0.01,"[0, 5)",0,🟢 Low Risk,No concerning indicators
acc_00009o1bmo8ou7HGhV0T69,acc_00009o1bmo8ou7HGhV0T69,c3f5860d-4c12-46dc-93ff-709dd5354974,1619.12,-1670.88,188,-176.0,15,11,10.87,0.07980000000000001,0.11,"[10, 15)",0,🟢 Low Risk,Gambled on 10–19 days
